Date,Station,Taxon,Abundance (cells/L),Taxon
2/8/2019,T6-5,Ceratium pentagum,0,unknown dinflagellate
2/8/2019,T6-5,Ceratium tripos,0,unknown dinflagellate
2/8/2019,T6-5,Dinophysis acuminata,0.63,Dinophysis spp.
2/8/2019,T6-5,Dinophysis fortii,0,Dinophysis spp.
2/8/2019,T6-5,Dinophysis norvegica,0,Dinophysis spp.
2/8/2019,T6-5,Dinophysis parva,0,Dinophysis spp.
2/8/2019,T6-5,Diplopeltopsis sp.,0,unknown dinoflagellate
2/8/2019,T6-5,Dissodinium pseudolumula,0,unknown dinoflagellate
2/8/2019,T6-5,Gonyaulax digitale,0,Gonyaulax spp.
2/8/2019,T6-5,Gonyaulax spinifera,0,Gonyaulax spp.
2/8/2019,T6-5,Gymnodinium spp.,0,unknown dinoflagellate
2/8/2019,T6-5,Gyrodinium sp.,0,unknown dinoflagellate
2/8/2019,T6-5,Heterocapsa triquetra,0,Heterocapsa triquetra
2/8/2019,T6-5,Noctiluca scintillans,0,Noctiluca scintillans
2/8/2019,T6-5,Phalacroma rotundatum,0,unknown dinoflagellate
2/8/2019,T6-5,Polykrikos schwarzii,0,unknown dinoflagellate
2/8/2019,T6-5,Prorocentrum gracile,0,Prorocentrum spp.
2/8/2019,T6-5,Prorocentrum micans,0,Prorocentrum spp.
2/8/2019,T6-5,Prorocentrum minimum,0,Prorocentrum spp.
2/8/2019,T6-5,Proroceratium reticulatum,0,unknown dinoflagellate
2/8/2019,T6-5,Protoperidinium bipes,0,Protoperidinium spp.
2/8/2019,T6-5,Protoperidinium spp.,0,Protoperidinium spp.
2/8/2019,T6-5,Pyrophacus horologium,0,unknown dinoflagellate
2/8/2019,T6-5,Scrippsiella trochoidea,0,Scrippsiella spp.
2/8/2019,T6-5,small dino,0,unknown dinoflagellate
2/8/2019,T6-5,Torodinium robustum,0,unknown dinoflagellate
2/8/2019,T6-5,Dictyocha speculum,7.5,Dictyocha spp.
2/8/2019,T6-5,Mesodinium rubrum,0,Mesodinium rubrum
2/8/2019,T6-5,naked ciliates,0,naked ciliates
2/8/2019,T6-5,tintinnids,0,tintinnids
2/8/2019,T6-5,Euglena,0,Euglena
2/7/2019,T9-6,Achnanthes spp.,0,unknown pennate diatom
2/7/2019,T9-6,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
2/7/2019,T9-6,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
2/7/2019,T9-6,Asterionellopsis glacialis,0,Asterionellopsis spp.
2/7/2019,T9-6,Asterionellopsis socialis,0,Asterionellopsis spp.
2/7/2019,T9-6,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
2/7/2019,T9-6,Bacteriastrum spp.,0,Bacteriastrum spp.
2/7/2019,T9-6,Bacillaria paxilli,0,Bacillaria spp.
2/7/2019,T9-6,Cerataulina pelagica,0,Cerataulina spp.
2/7/2019,T9-6,Chaetoceros spp.,3.75,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros affinis,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros convolutus,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros contortus,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros danicus,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros debilis,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros decipiens,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros didymus,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros laciniosus,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros lorenzianus,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros radicans,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros rostratus,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros socialis,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros similis,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros subtilis,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros teres,0,Chaetoceros spp.
2/7/2019,T9-6,Chaetoceros vanheurckii,0,Chaetoceros spp.
2/7/2019,T9-6,Coscinodiscus spp.,11.88,Coscinodiscus spp.
2/7/2019,T9-6,Corethron sp.,0,Corethron sp.
2/7/2019,T9-6,Cylindrotheca closterium,1.25,Cylindrotheca closterium
2/7/2019,T9-6,Dactyliosolen fragilissimus,0,unknown pennate diatom
2/7/2019,T9-6,Dactyliosolen blavyanus,0,unknown pennate diatom
2/7/2019,T9-6,Ditylium brightwellii,0,Ditylium spp.
2/7/2019,T9-6,Detonula pumila,0,Detonula spp.
2/7/2019,T9-6,Eucampia zodiacus,0,Eucampia spp.
2/7/2019,T9-6,Fragilariopsis spp.,0,Fragilariopsis spp.
2/7/2019,T9-6,Grammatophora spp.,0,Grammatophora spp.
2/7/2019,T9-6,Guinardia delicatula,0,Guinardia spp.
2/7/2019,T9-6,Guinardia striata,0,Guinardia spp.
2/7/2019,T9-6,Leptocylindrus danicus,0,Leptocylindrus spp.
2/7/2019,T9-6,Leptocylindrus minimum,0,Leptocylindrus spp.
2/7/2019,T9-6,Licmophora spp.,0,Licmophora spp.
2/7/2019,T9-6,Melosira moniliformis,0,Melosira spp.
2/7/2019,T9-6,Navicula spp.,0,Navicula spp.
2/7/2019,T9-6,Nitzschia spp.,0,Nitzschia spp.
2/7/2019,T9-6,Odontella spp.,0.63,Odontella spp.
2/7/2019,T9-6,Paralia sulcata,0,unknown centric diatom (chain forming)
2/7/2019,T9-6,Pinnulia sp.,0,unknown pennate diatom
2/7/2019,T9-6,Planktoniella sp.,0.63,unknown centric diatom (non-chain forming)
2/7/2019,T9-6,Pleurosigma sp.,0,Pleurosigma spp.
2/7/2019,T9-6,Proboscia alata,0,unknown pennate diatom
2/7/2019,T9-6,Pseudo-nitzschia fraud/aust,0,Pseudo-nitzschia spp.
2/7/2019,T9-6,Pseudo-nitzschia deli/p-deli,1.88,Pseudo-nitzschia spp.
2/7/2019,T9-6,Pseudo-nitzschia multi/pung,0,Pseudo-nitzschia spp.
2/7/2019,T9-6,Rhizosolenia setigera,0,Rhizosolenia spp.
2/7/2019,T9-6,Rhizosolenia styliformis,0,Rhizosolenia spp.
2/7/2019,T9-6,Rhizosolenia sp.,0,Rhizosolenia spp.
2/7/2019,T9-6,Skeletonema costatum,0,Skeletonema spp.
2/7/2019,T9-6,Surirella spp.,0,unknown pennate diatom
2/7/2019,T9-6,Stephanopyxis spp.,0.63,Stephanopyxis spp.
2/7/2019,T9-6,Synedra sp.,0,unknown pennate diatom
2/7/2019,T9-6,Thalassionema nitzschioides,0,Thalassionema spp.
2/7/2019,T9-6,Thalassiosira spp.,0,Thalassiosira spp.
2/7/2019,T9-6,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
2/7/2019,T9-6,Thalassiosira rotula,0,Thalassiosira spp.
2/7/2019,T9-6,Thalassiothrix longissum,0.63,unknown pennate diatom
2/7/2019,T9-6,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
2/7/2019,T9-6,Pennate diatoms,0,unknown pennate diatom
2/7/2019,T9-6,Akashiwa sanguinea,0,unknown dinflagellate
2/7/2019,T9-6,Alexandrium spp.,0,Alexandrium spp.
2/7/2019,T9-6,Ceratium azoricum,0,unknown dinflagellate
2/7/2019,T9-6,Ceratium fusus,0,Ceratium fusus
2/7/2019,T9-6,Ceratium horridum,0,unknown dinflagellate
2/7/2019,T9-6,Ceratium lineatum,0.63,unknown dinflagellate
2/7/2019,T9-6,Ceratium longipes,0,Ceratium longipes
2/7/2019,T9-6,Ceratium pentagum,0,unknown dinflagellate
2/7/2019,T9-6,Ceratium tripos,0,unknown dinflagellate
2/7/2019,T9-6,Dinophysis acuminata,0,Dinophysis spp.
2/7/2019,T9-6,Dinophysis fortii,0,Dinophysis spp.
2/7/2019,T9-6,Dinophysis norvegica,0,Dinophysis spp.
2/7/2019,T9-6,Dinophysis parva,0.63,Dinophysis spp.
2/7/2019,T9-6,Diplopeltopsis sp.,0,unknown dinoflagellate
2/7/2019,T9-6,Dissodinium pseudolumula,0,unknown dinoflagellate
2/7/2019,T9-6,Gonyaulax digitale,0,Gonyaulax spp.
2/7/2019,T9-6,Gonyaulax spinifera,0.63,Gonyaulax spp.
2/7/2019,T9-6,Gymnodinium spp.,0,unknown dinoflagellate
2/7/2019,T9-6,Gyrodinium sp.,0,unknown dinoflagellate
2/7/2019,T9-6,Heterocapsa triquetra,0,Heterocapsa triquetra
2/7/2019,T9-6,Noctiluca scintillans,2.5,Noctiluca scintillans
2/7/2019,T9-6,Phalacroma rotundatum,0,unknown dinoflagellate
2/7/2019,T9-6,Polykrikos schwarzii,0,unknown dinoflagellate
2/7/2019,T9-6,Prorocentrum gracile,0,Prorocentrum spp.
2/7/2019,T9-6,Prorocentrum micans,0,Prorocentrum spp.
2/7/2019,T9-6,Prorocentrum minimum,0,Prorocentrum spp.
2/7/2019,T9-6,Proroceratium reticulatum,0,unknown dinoflagellate
2/7/2019,T9-6,Protoperidinium bipes,0,Protoperidinium spp.
2/7/2019,T9-6,Protoperidinium spp.,0,Protoperidinium spp.
2/7/2019,T9-6,Pyrophacus horologium,0,unknown dinoflagellate
2/7/2019,T9-6,Scrippsiella trochoidea,0,Scrippsiella spp.
2/7/2019,T9-6,small dino,0,unknown dinoflagellate
2/7/2019,T9-6,Torodinium robustum,0,unknown dinoflagellate
2/7/2019,T9-6,Dictyocha speculum,3.75,Dictyocha spp.
2/7/2019,T9-6,Mesodinium rubrum,0,Mesodinium rubrum
2/7/2019,T9-6,naked ciliates,0,naked ciliates
2/7/2019,T9-6,tintinnids,0,tintinnids
2/7/2019,T9-6,Euglena,0,Euglena
2/7/2019,T9-1,Achnanthes spp.,0.63,unknown pennate diatom
2/7/2019,T9-1,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
2/7/2019,T9-1,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
2/7/2019,T9-1,Asterionellopsis glacialis,0,Asterionellopsis spp.
2/7/2019,T9-1,Asterionellopsis socialis,0,Asterionellopsis spp.
2/7/2019,T9-1,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
2/7/2019,T9-1,Bacteriastrum spp.,0,Bacteriastrum spp.
2/7/2019,T9-1,Bacillaria paxilli,0,Bacillaria spp.
2/7/2019,T9-1,Cerataulina pelagica,0,Cerataulina spp.
2/7/2019,T9-1,Chaetoceros spp.,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros affinis,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros convolutus,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros contortus,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros danicus,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros debilis,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros decipiens,5.63,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros didymus,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros laciniosus,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros lorenzianus,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros radicans,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros rostratus,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros socialis,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros similis,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros subtilis,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros teres,0,Chaetoceros spp.
2/7/2019,T9-1,Chaetoceros vanheurckii,0,Chaetoceros spp.
2/7/2019,T9-1,Coscinodiscus spp.,1.25,Coscinodiscus spp.
2/7/2019,T9-1,Corethron sp.,0,Corethron sp.
2/7/2019,T9-1,Cylindrotheca closterium,1.88,Cylindrotheca closterium
2/7/2019,T9-1,Dactyliosolen fragilissimus,0,unknown pennate diatom
2/7/2019,T9-1,Dactyliosolen blavyanus,0,unknown pennate diatom
2/7/2019,T9-1,Ditylium brightwellii,1.25,Ditylium spp.
2/7/2019,T9-1,Detonula pumila,0,Detonula spp.
2/7/2019,T9-1,Eucampia zodiacus,0,Eucampia spp.
2/7/2019,T9-1,Fragilariopsis spp.,0,Fragilariopsis spp.
2/7/2019,T9-1,Grammatophora spp.,0,Grammatophora spp.
2/7/2019,T9-1,Guinardia delicatula,0,Guinardia spp.
2/7/2019,T9-1,Guinardia striata,0,Guinardia spp.
2/7/2019,T9-1,Leptocylindrus danicus,0,Leptocylindrus spp.
2/7/2019,T9-1,Leptocylindrus minimum,0,Leptocylindrus spp.
2/7/2019,T9-1,Licmophora spp.,0,Licmophora spp.
2/7/2019,T9-1,Melosira moniliformis,0,Melosira spp.
2/7/2019,T9-1,Navicula spp.,1.25,Navicula spp.
2/7/2019,T9-1,Nitzschia spp.,0.63,Nitzschia spp.
2/7/2019,T9-1,Odontella spp.,0,Odontella spp.
2/7/2019,T9-1,Paralia sulcata,0,unknown centric diatom (chain forming)
2/7/2019,T9-1,Pinnulia sp.,0,unknown pennate diatom
2/7/2019,T9-1,Planktoniella sp.,0.63,unknown centric diatom (non-chain forming)
2/7/2019,T9-1,Pleurosigma sp.,0,Pleurosigma spp.
2/7/2019,T9-1,Proboscia alata,0,unknown pennate diatom
2/7/2019,T9-1,Pseudo-nitzschia fraud/aust,0,Pseudo-nitzschia spp.
2/7/2019,T9-1,Pseudo-nitzschia deli/p-deli,0.63,Pseudo-nitzschia spp.
2/7/2019,T9-1,Pseudo-nitzschia multi/pung,0,Pseudo-nitzschia spp.
2/7/2019,T9-1,Rhizosolenia setigera,0,Rhizosolenia spp.
2/7/2019,T9-1,Rhizosolenia styliformis,0,Rhizosolenia spp.
2/7/2019,T9-1,Rhizosolenia sp.,0,Rhizosolenia spp.
2/7/2019,T9-1,Skeletonema costatum,2.5,Skeletonema spp.
2/7/2019,T9-1,Surirella spp.,0.63,unknown pennate diatom
2/7/2019,T9-1,Stephanopyxis spp.,0,Stephanopyxis spp.
2/7/2019,T9-1,Synedra sp.,0.63,unknown pennate diatom
2/7/2019,T9-1,Thalassionema nitzschioides,0,Thalassionema spp.
2/7/2019,T9-1,Thalassiosira spp.,6.25,Thalassiosira spp.
2/7/2019,T9-1,Thalassiosira nordenskioeldii,1.25,Thalassiosira spp.
2/7/2019,T9-1,Thalassiosira rotula,0,Thalassiosira spp.
2/7/2019,T9-1,Thalassiothrix longissum,0,unknown pennate diatom
2/7/2019,T9-1,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
2/7/2019,T9-1,Pennate diatoms,0,unknown pennate diatom
2/7/2019,T9-1,Akashiwa sanguinea,0,unknown dinflagellate
2/7/2019,T9-1,Alexandrium spp.,0,Alexandrium spp.
2/7/2019,T9-1,Ceratium azoricum,0,unknown dinflagellate
2/7/2019,T9-1,Ceratium fusus,0.63,Ceratium fusus
2/7/2019,T9-1,Ceratium horridum,0,unknown dinflagellate
2/7/2019,T9-1,Ceratium lineatum,1.88,unknown dinflagellate
2/7/2019,T9-1,Ceratium longipes,0,Ceratium longipes
2/7/2019,T9-1,Ceratium pentagum,0,unknown dinflagellate
2/7/2019,T9-1,Ceratium tripos,0,unknown dinflagellate
2/7/2019,T9-1,Dinophysis acuminata,0,Dinophysis spp.
2/7/2019,T9-1,Dinophysis fortii,0,Dinophysis spp.
2/7/2019,T9-1,Dinophysis norvegica,0,Dinophysis spp.
2/7/2019,T9-1,Dinophysis parva,0,Dinophysis spp.
2/7/2019,T9-1,Diplopeltopsis sp.,0,unknown dinoflagellate
2/7/2019,T9-1,Dissodinium pseudolumula,0,unknown dinoflagellate
2/7/2019,T9-1,Gonyaulax digitale,0,Gonyaulax spp.
2/7/2019,T9-1,Gonyaulax spinifera,0,Gonyaulax spp.
2/7/2019,T9-1,Gymnodinium spp.,0,unknown dinoflagellate
2/7/2019,T9-1,Gyrodinium sp.,0,unknown dinoflagellate
2/7/2019,T9-1,Heterocapsa triquetra,0,Heterocapsa triquetra
2/7/2019,T9-1,Noctiluca scintillans,0,Noctiluca scintillans
2/7/2019,T9-1,Phalacroma rotundatum,0,unknown dinoflagellate
2/7/2019,T9-1,Polykrikos schwarzii,0,unknown dinoflagellate
2/7/2019,T9-1,Prorocentrum gracile,0,Prorocentrum spp.
2/7/2019,T9-1,Prorocentrum micans,0,Prorocentrum spp.
2/7/2019,T9-1,Prorocentrum minimum,0,Prorocentrum spp.
2/7/2019,T9-1,Proroceratium reticulatum,0,unknown dinoflagellate
2/7/2019,T9-1,Protoperidinium bipes,0,Protoperidinium spp.
2/7/2019,T9-1,Protoperidinium spp.,0,Protoperidinium spp.
2/7/2019,T9-1,Pyrophacus horologium,0,unknown dinoflagellate
2/7/2019,T9-1,Scrippsiella trochoidea,0,Scrippsiella spp.
2/7/2019,T9-1,small dino,0,unknown dinoflagellate
2/7/2019,T9-1,Torodinium robustum,0,unknown dinoflagellate
2/7/2019,T9-1,Dictyocha speculum,2.5,Dictyocha spp.
2/7/2019,T9-1,Mesodinium rubrum,0,Mesodinium rubrum
2/7/2019,T9-1,naked ciliates,0,naked ciliates
2/7/2019,T9-1,tintinnids,0,tintinnids
2/7/2019,T9-1,Euglena,0,Euglena
2/8/2019,T3-13,Achnanthes spp.,0,unknown pennate diatom
2/8/2019,T3-13,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
2/8/2019,T3-13,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
2/8/2019,T3-13,Asterionellopsis glacialis,0,Asterionellopsis spp.
2/8/2019,T3-13,Asterionellopsis socialis,0,Asterionellopsis spp.
2/8/2019,T3-13,Asteromphalus heptactis,0.63,unknown centric diatom (non-chain forming)
2/8/2019,T3-13,Bacteriastrum spp.,1.25,Bacteriastrum spp.
2/8/2019,T3-13,Bacillaria paxilli,0,Bacillaria spp.
2/8/2019,T3-13,Cerataulina pelagica,0,Cerataulina spp.
2/8/2019,T3-13,Chaetoceros spp.,11.25,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros affinis,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros convolutus,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros contortus,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros danicus,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros debilis,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros decipiens,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros didymus,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros laciniosus,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros lorenzianus,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros radicans,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros rostratus,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros socialis,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros similis,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros subtilis,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros teres,0,Chaetoceros spp.
2/8/2019,T3-13,Chaetoceros vanheurckii,0,Chaetoceros spp.
2/8/2019,T3-13,Coscinodiscus spp.,21.88,Coscinodiscus spp.
2/8/2019,T3-13,Corethron sp.,0,Corethron sp.
2/8/2019,T3-13,Cylindrotheca closterium,0,Cylindrotheca closterium
2/8/2019,T3-13,Dactyliosolen fragilissimus,0,unknown pennate diatom
2/8/2019,T3-13,Dactyliosolen blavyanus,0,unknown pennate diatom
2/8/2019,T3-13,Ditylium brightwellii,0,Ditylium spp.
2/8/2019,T3-13,Detonula pumila,0,Detonula spp.
2/8/2019,T3-13,Eucampia zodiacus,0,Eucampia spp.
2/8/2019,T3-13,Fragilariopsis spp.,0,Fragilariopsis spp.
2/8/2019,T3-13,Grammatophora spp.,0,Grammatophora spp.
2/8/2019,T3-13,Guinardia delicatula,0,Guinardia spp.
2/8/2019,T3-13,Guinardia striata,0,Guinardia spp.
2/8/2019,T3-13,Leptocylindrus danicus,0,Leptocylindrus spp.
2/8/2019,T3-13,Leptocylindrus minimum,0,Leptocylindrus spp.
2/8/2019,T3-13,Licmophora spp.,0,Licmophora spp.
2/8/2019,T3-13,Melosira moniliformis,0,Melosira spp.
2/8/2019,T3-13,Navicula spp.,1.25,Navicula spp.
2/8/2019,T3-13,Nitzschia spp.,0,Nitzschia spp.
2/8/2019,T3-13,Odontella spp.,13.75,Odontella spp.
2/8/2019,T3-13,Paralia sulcata,0,unknown centric diatom (chain forming)
2/8/2019,T3-13,Pinnulia sp.,0,unknown pennate diatom
2/8/2019,T3-13,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
2/8/2019,T3-13,Pleurosigma sp.,0,Pleurosigma spp.
2/8/2019,T3-13,Proboscia alata,0,unknown pennate diatom
2/8/2019,T3-13,Pseudo-nitzschia fraud/aust,0,Pseudo-nitzschia spp.
2/8/2019,T3-13,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
2/8/2019,T3-13,Pseudo-nitzschia multi/pung,0,Pseudo-nitzschia spp.
2/8/2019,T3-13,Rhizosolenia setigera,0,Rhizosolenia spp.
2/8/2019,T3-13,Rhizosolenia styliformis,0,Rhizosolenia spp.
2/8/2019,T3-13,Rhizosolenia sp.,0,Rhizosolenia spp.
2/8/2019,T3-13,Skeletonema costatum,20,Skeletonema spp.
2/8/2019,T3-13,Surirella spp.,0,unknown pennate diatom
2/8/2019,T3-13,Stephanopyxis spp.,0,Stephanopyxis spp.
2/8/2019,T3-13,Synedra sp.,0,unknown pennate diatom
2/8/2019,T3-13,Thalassionema nitzschioides,0,Thalassionema spp.
2/8/2019,T3-13,Thalassiosira spp.,0,Thalassiosira spp.
2/8/2019,T3-13,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
2/8/2019,T3-13,Thalassiosira rotula,0,Thalassiosira spp.
2/8/2019,T3-13,Thalassiothrix longissum,0,unknown pennate diatom
2/8/2019,T3-13,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
2/8/2019,T3-13,Pennate diatoms,0,unknown pennate diatom
2/8/2019,T3-13,Akashiwa sanguinea,0,unknown dinflagellate
2/8/2019,T3-13,Alexandrium spp.,0,Alexandrium spp.
2/8/2019,T3-13,Ceratium azoricum,0,unknown dinflagellate
2/8/2019,T3-13,Ceratium fusus,0,Ceratium fusus
2/8/2019,T3-13,Ceratium horridum,0,unknown dinflagellate
2/8/2019,T3-13,Ceratium lineatum,0.63,unknown dinflagellate
2/8/2019,T3-13,Ceratium longipes,0,Ceratium longipes
2/8/2019,T3-13,Ceratium pentagum,0,unknown dinflagellate
2/8/2019,T3-13,Ceratium tripos,0.63,unknown dinflagellate
2/8/2019,T3-13,Dinophysis acuminata,0,Dinophysis spp.
2/8/2019,T3-13,Dinophysis fortii,0,Dinophysis spp.
2/8/2019,T3-13,Dinophysis norvegica,0,Dinophysis spp.
2/8/2019,T3-13,Dinophysis parva,0,Dinophysis spp.
2/8/2019,T3-13,Diplopeltopsis sp.,0,unknown dinoflagellate
2/8/2019,T3-13,Dissodinium pseudolumula,0,unknown dinoflagellate
2/8/2019,T3-13,Gonyaulax digitale,0,Gonyaulax spp.
2/8/2019,T3-13,Gonyaulax spinifera,0,Gonyaulax spp.
2/8/2019,T3-13,Gymnodinium spp.,0,unknown dinoflagellate
2/8/2019,T3-13,Gyrodinium sp.,0,unknown dinoflagellate
2/8/2019,T3-13,Heterocapsa triquetra,0,Heterocapsa triquetra
2/8/2019,T3-13,Noctiluca scintillans,0,Noctiluca scintillans
2/8/2019,T3-13,Phalacroma rotundatum,0,unknown dinoflagellate
2/8/2019,T3-13,Polykrikos schwarzii,0,unknown dinoflagellate
2/8/2019,T3-13,Prorocentrum gracile,0,Prorocentrum spp.
2/8/2019,T3-13,Prorocentrum micans,0.63,Prorocentrum spp.
2/8/2019,T3-13,Prorocentrum minimum,0,Prorocentrum spp.
2/8/2019,T3-13,Proroceratium reticulatum,0,unknown dinoflagellate
2/8/2019,T3-13,Protoperidinium bipes,0,Protoperidinium spp.
2/8/2019,T3-13,Protoperidinium spp.,0,Protoperidinium spp.
2/8/2019,T3-13,Pyrophacus horologium,0,unknown dinoflagellate
2/8/2019,T3-13,Scrippsiella trochoidea,0,Scrippsiella spp.
2/8/2019,T3-13,small dino,0,unknown dinoflagellate
2/8/2019,T3-13,Torodinium robustum,0,unknown dinoflagellate
2/8/2019,T3-13,Dictyocha speculum,6.88,Dictyocha spp.
2/8/2019,T3-13,Mesodinium rubrum,0,Mesodinium rubrum
2/8/2019,T3-13,naked ciliates,0,naked ciliates
2/8/2019,T3-13,tintinnids,0,tintinnids
2/8/2019,T3-13,Euglena,0,Euglena
3/19/2019,KB10,Achnanthes spp.,0,unknown pennate diatom
3/19/2019,KB10,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
3/19/2019,KB10,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
3/19/2019,KB10,Asterionellopsis glacialis,0,Asterionellopsis spp.
3/19/2019,KB10,Asterionellopsis socialis,0,Asterionellopsis spp.
3/19/2019,KB10,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
3/19/2019,KB10,Bacteriastrum spp.,0,Bacteriastrum spp.
3/19/2019,KB10,Bacillaria paxilli,0,Bacillaria spp.
3/19/2019,KB10,Cerataulina pelagica,0,Cerataulina spp.
3/19/2019,KB10,Chaetoceros spp.,37.52,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros affinis,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros convolutus,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros contortus,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros danicus,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros debilis,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros decipiens,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros didymus,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros laciniosus,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros lorenzianus,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros radicans,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros rostratus,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros socialis,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros similis,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros subtilis,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros teres,0,Chaetoceros spp.
3/19/2019,KB10,Chaetoceros vanheurckii,0,Chaetoceros spp.
3/19/2019,KB10,Coscinodiscus spp.,5.36,Coscinodiscus spp.
3/19/2019,KB10,Corethron sp.,0,Corethron sp.
3/19/2019,KB10,Cylindrotheca closterium,21.44,Cylindrotheca closterium
3/19/2019,KB10,Dactyliosolen fragilissimus,0,unknown pennate diatom
3/19/2019,KB10,Dactyliosolen blavyanus,0,unknown pennate diatom
3/19/2019,KB10,Ditylium brightwellii,16.08,Ditylium spp.
3/19/2019,KB10,Detonula pumila,0,Detonula spp.
3/19/2019,KB10,Eucampia zodiacus,0,Eucampia spp.
3/19/2019,KB10,Fragilariopsis spp.,21.44,Fragilariopsis spp.
3/19/2019,KB10,Grammatophora spp.,0,Grammatophora spp.
3/19/2019,KB10,Guinardia delicatula,0,Guinardia spp.
3/19/2019,KB10,Guinardia striata,0,Guinardia spp.
3/19/2019,KB10,Leptocylindrus danicus,0,Leptocylindrus spp.
3/19/2019,KB10,Leptocylindrus minimum,0,Leptocylindrus spp.
3/19/2019,KB10,Licmophora spp.,0,Licmophora spp.
3/19/2019,KB10,Melosira moniliformis,0,Melosira spp.
