Date,High Tide 1,High Tide 2,Low Tide 1,Low Tide 2
"2014-09-22 00:00","1899-12-30 02:03","1899-12-30 14:29","1899-12-30 08:13","1899-12-30 20:29"
"2014-09-23 00:00","1899-12-30 02:38","1899-12-30 14:56","1899-12-30 08:42","1899-12-30 21:01"
"2014-09-24 00:00","1899-12-30 03:11","1899-12-30 15:23","1899-12-30 09:12","1899-12-30 21:32"
"2014-09-25 00:00","1899-12-30 03:45","1899-12-30 15:51","1899-12-30 09:43","1899-12-30 22:04"
"2014-09-26 00:00","1899-12-30 04:20","1899-12-30 16:21","1899-12-30 10:15","1899-12-30 22:38"
"2014-09-27 00:00","1899-12-30 04:56","1899-12-30 16:51","1899-12-30 10:48","1899-12-30 23:13"
"2014-09-28 00:00","1899-12-30 05:34","1899-12-30 17:25","1899-12-30 11:24","1899-12-30 23:53"
"2014-09-29 00:00","1899-12-30 06:18","1899-12-30 18:04","1899-12-30 12:04",
"2014-09-30 00:00","1899-12-30 07:11","1899-12-30 18:53","1899-12-30 00:39","1899-12-30 12:53"
"2014-10-01 00:00","1899-12-30 08:21","1899-12-30 20:00","1899-12-30 01:38","1899-12-30 13:59"
"2014-10-02 00:00","1899-12-30 09:45","1899-12-30 21:28","1899-12-30 02:53","1899-12-30 15:23"
"2014-10-03 00:00","1899-12-30 11:04","1899-12-30 22:56","1899-12-30 04:16","1899-12-30 16:49"
"2014-10-04 00:00","1899-12-30 12:06","1899-12-30 12:06","1899-12-30 05:31","1899-12-30 18:01"
"2014-10-05 00:00","1899-12-30 00:09","1899-12-30 12:56","1899-12-30 06:30","1899-12-30 18:57"
"2014-10-06 00:00","1899-12-30 01:08","1899-12-30 13:40","1899-12-30 07:20","1899-12-30 19:46"
"2014-10-07 00:00","1899-12-30 02:00","1899-12-30 14:21","1899-12-30 08:05","1899-12-30 20:31"
"2014-10-08 00:00","1899-12-30 02:47","1899-12-30 15:00","1899-12-30 08:47","1899-12-30 21:14"
"2014-10-09 00:00","1899-12-30 03:33","1899-12-30 15:39","1899-12-30 09:28","1899-12-30 21:56"
"2014-10-10 00:00","1899-12-30 04:17","1899-12-30 16:18","1899-12-30 10:08","1899-12-30 22:37"
"2014-10-11 00:00","1899-12-30 05:01","1899-12-30 16:56","1899-12-30 10:49","1899-12-30 23:19"
"2014-10-12 00:00","1899-12-30 05:46","1899-12-30 17:36","1899-12-30 11:31",
"2014-10-13 00:00","1899-12-30 06:33","1899-12-30 18:18","1899-12-30 00:03","1899-12-30 12:16"
"2014-10-14 00:00","1899-12-30 07:28","1899-12-30 19:08","1899-12-30 00:52","1899-12-30 13:08"
"2014-10-15 00:00","1899-12-30 08:36","1899-12-30 20:14","1899-12-30 01:49","1899-12-30 14:15"
"2014-10-16 00:00","1899-12-30 09:57","1899-12-30 21:41","1899-12-30 03:00","1899-12-30 15:43"
"2014-10-17 00:00","1899-12-30 11:12","1899-12-30 23:07","1899-12-30 04:24","1899-12-30 17:13"
"2014-10-18 00:00","1899-12-30 12:05","1899-12-30 12:05","1899-12-30 05:34","1899-12-30 18:13"
"2014-10-19 00:00","1899-12-30 00:10","1899-12-30 12:44","1899-12-30 06:23","1899-12-30 18:55"
"2014-10-20 00:00","1899-12-30 00:57","1899-12-30 13:17","1899-12-30 07:01","1899-12-30 19:30"
"2014-10-21 00:00","1899-12-30 01:37","1899-12-30 13:47","1899-12-30 07:35","1899-12-30 20:02"
"2014-10-22 00:00","1899-12-30 02:14","1899-12-30 14:16","1899-12-30 08:08","1899-12-30 20:34"
"2014-10-23 00:00","1899-12-30 02:50","1899-12-30 14:46","1899-12-30 08:41","1899-12-30 21:07"
"2014-10-24 00:00","1899-12-30 03:27","1899-12-30 15:18","1899-12-30 09:15","1899-12-30 21:41"
"2014-10-25 00:00","1899-12-30 04:04","1899-12-30 15:51","1899-12-30 09:50","1899-12-30 22:17"
"2014-10-26 00:00","1899-12-30 04:42","1899-12-30 16:25","1899-12-30 10:27","1899-12-30 22:55"
"2014-10-27 00:00","1899-12-30 05:23","1899-12-30 17:04","1899-12-30 11:07","1899-12-30 23:36"
"2014-10-28 00:00","1899-12-30 06:09","1899-12-30 17:47","1899-12-30 11:51",
"2014-10-29 00:00","1899-12-30 07:02","1899-12-30 18:40","1899-12-30 00:24","1899-12-30 12:44"
"2014-10-30 00:00","1899-12-30 08:06","1899-12-30 19:48","1899-12-30 01:20","1899-12-30 13:51"
"2014-10-31 00:00","1899-12-30 09:20","1899-12-30 21:13","1899-12-30 02:29","1899-12-30 15:11"
"2014-11-01 00:00","1899-12-30 10:32","1899-12-30 22:41","1899-12-30 03:45","1899-12-30 16:33"
"2014-11-02 00:00","1899-12-30 10:33","1899-12-30 22:55","1899-12-30 03:58","1899-12-30 16:44"
"2014-11-03 00:00","1899-12-30 11:25","1899-12-30 23:56","1899-12-30 05:01","1899-12-30 17:42"
"2014-11-04 00:00","1899-12-30 12:11","1899-12-30 12:11","1899-12-30 05:54","1899-12-30 18:31"
"2014-11-05 00:00","1899-12-30 00:49","1899-12-30 12:54","1899-12-30 06:41","1899-12-30 19:15"
"2014-11-06 00:00","1899-12-30 01:37","1899-12-30 13:34","1899-12-30 07:25","1899-12-30 19:57"
"2014-11-07 00:00","1899-12-30 02:22","1899-12-30 14:13","1899-12-30 08:07","1899-12-30 20:38"
"2014-11-08 00:00","1899-12-30 03:05","1899-12-30 14:52","1899-12-30 08:48","1899-12-30 21:18"
"2014-11-09 00:00","1899-12-30 03:47","1899-12-30 15:30","1899-12-30 09:28","1899-12-30 21:58"
"2014-11-10 00:00","1899-12-30 04:29","1899-12-30 16:09","1899-12-30 10:10","1899-12-30 22:38"
"2014-11-11 00:00","1899-12-30 05:13","1899-12-30 16:50","1899-12-30 10:53","1899-12-30 23:21"
"2014-11-12 00:00","1899-12-30 06:00","1899-12-30 17:36","1899-12-30 11:42",
"2014-11-13 00:00","1899-12-30 06:53","1899-12-30 18:31","1899-12-30 00:09","1899-12-30 12:39"
"2014-11-14 00:00","1899-12-30 07:55","1899-12-30 19:43","1899-12-30 01:04","1899-12-30 13:51"
"2014-11-15 00:00","1899-12-30 09:00","1899-12-30 21:06","1899-12-30 02:09","1899-12-30 15:13"
"2014-11-16 00:00","1899-12-30 09:59","1899-12-30 22:21","1899-12-30 03:17","1899-12-30 16:24"
"2014-11-17 00:00","1899-12-30 10:46","1899-12-30 23:20","1899-12-30 04:19","1899-12-30 17:15"
"2014-11-18 00:00","1899-12-30 11:25",,"1899-12-30 05:09","1899-12-30 17:56"
"2014-11-19 00:00","1899-12-30 00:08","1899-12-30 12:02","1899-12-30 05:53","1899-12-30 18:33"
"2014-11-20 00:00","1899-12-30 00:50","1899-12-30 12:37","1899-12-30 06:33","1899-12-30 19:09"
"2014-11-21 00:00","1899-12-30 01:30","1899-12-30 13:13","1899-12-30 07:12","1899-12-30 19:45"
"2014-11-22 00:00","1899-12-30 02:10","1899-12-30 13:50","1899-12-30 07:51","1899-12-30 20:22"
"2014-11-23 00:00","1899-12-30 02:50","1899-12-30 14:29","1899-12-30 08:30","1899-12-30 21:01"
"2014-11-24 00:00","1899-12-30 03:31","1899-12-30 15:09","1899-12-30 09:11","1899-12-30 21:41"
"2014-11-25 00:00","1899-12-30 04:14","1899-12-30 15:52","1899-12-30 09:55","1899-12-30 22:24"
"2014-11-26 00:00","1899-12-30 05:00","1899-12-30 16:39","1899-12-30 10:42","1899-12-30 23:11"
"2014-11-27 00:00","1899-12-30 05:50","1899-12-30 17:33","1899-12-30 11:36",
"2014-11-28 00:00","1899-12-30 06:46","1899-12-30 18:38","1899-12-30 00:04","1899-12-30 12:39"
"2014-11-29 00:00","1899-12-30 07:48","1899-12-30 19:55","1899-12-30 01:03","1899-12-30 13:52"
"2014-11-30 00:00","1899-12-30 08:53","1899-12-30 21:20","1899-12-30 02:10","1899-12-30 15:10"
"2014-12-01 00:00","1899-12-30 09:56","1899-12-30 22:39","1899-12-30 03:21","1899-12-30 16:23"
"2014-12-02 00:00","1899-12-30 10:53","1899-12-30 23:45","1899-12-30 04:29","1899-12-30 17:25"
"2014-12-03 00:00","1899-12-30 11:44",,"1899-12-30 05:28","1899-12-30 18:17"
"2014-12-04 00:00","1899-12-30 00:41","1899-12-30 12:30","1899-12-30 06:20","1899-12-30 19:03"
"2014-12-05 00:00","1899-12-30 01:30","1899-12-30 13:14","1899-12-30 07:07","1899-12-30 19:45"
"2014-12-06 00:00","1899-12-30 02:14","1899-12-30 13:54","1899-12-30 07:50","1899-12-30 20:24"
"2014-12-07 00:00","1899-12-30 02:55","1899-12-30 14:34","1899-12-30 08:31","1899-12-30 21:02"
"2014-12-08 00:00","1899-12-30 03:34","1899-12-30 15:12","1899-12-30 09:11","1899-12-30 21:39"
"2014-12-09 00:00","1899-12-30 04:12","1899-12-30 15:49","1899-12-30 09:51","1899-12-30 22:16"
"2014-12-10 00:00","1899-12-30 04:50","1899-12-30 16:28","1899-12-30 10:32","1899-12-30 22:54"
"2014-12-11 00:00","1899-12-30 05:29","1899-12-30 17:09","1899-12-30 11:15","1899-12-30 23:33"
"2014-12-12 00:00","1899-12-30 06:10","1899-12-30 17:55","1899-12-30 12:02",
"2014-12-13 00:00","1899-12-30 06:55","1899-12-30 18:50","1899-12-30 00:15","1899-12-30 12:58"
"2014-12-14 00:00","1899-12-30 07:45","1899-12-30 19:59","1899-12-30 01:03","1899-12-30 14:03"
"2014-12-15 00:00","1899-12-30 08:40","1899-12-30 21:19","1899-12-30 02:00","1899-12-30 15:16"
"2014-12-16 00:00","1899-12-30 09:36","1899-12-30 22:34","1899-12-30 03:05","1899-12-30 16:23"
"2014-12-17 00:00","1899-12-30 10:28","1899-12-30 23:35","1899-12-30 04:09","1899-12-30 17:17"
"2014-12-18 00:00","1899-12-30 11:16",,"1899-12-30 05:07","1899-12-30 18:03"
"2014-12-19 00:00","1899-12-30 00:27","1899-12-30 12:02","1899-12-30 05:59","1899-12-30 18:45"
"2014-12-20 00:00","1899-12-30 01:12","1899-12-30 12:46","1899-12-30 06:46","1899-12-30 19:26"
"2014-12-21 00:00","1899-12-30 01:55","1899-12-30 13:30","1899-12-30 07:30","1899-12-30 20:06"
"2014-12-22 00:00","1899-12-30 02:37","1899-12-30 14:14","1899-12-30 08:14","1899-12-30 20:47"
"2014-12-23 00:00","1899-12-30 03:18","1899-12-30 14:59","1899-12-30 08:58","1899-12-30 21:28"
"2014-12-24 00:00","1899-12-30 04:01","1899-12-30 15:45","1899-12-30 09:44","1899-12-30 22:11"
"2014-12-25 00:00","1899-12-30 04:44","1899-12-30 16:33","1899-12-30 10:31","1899-12-30 22:56"
"2014-12-26 00:00","1899-12-30 05:29","1899-12-30 17:25","1899-12-30 11:23","1899-12-30 23:44"
"2014-12-27 00:00","1899-12-30 06:18","1899-12-30 18:24","1899-12-30 12:21",
"2014-12-28 00:00","1899-12-30 07:12","1899-12-30 19:33","1899-12-30 00:36","1899-12-30 13:26"
"2014-12-29 00:00","1899-12-30 08:12","1899-12-30 20:55","1899-12-30 01:36","1899-12-30 14:40"
"2014-12-30 00:00","1899-12-30 09:17","1899-12-30 22:21","1899-12-30 02:43","1899-12-30 15:58"
"2014-12-31 00:00","1899-12-30 10:21","1899-12-30 23:36","1899-12-30 03:56","1899-12-30 17:08"
