Date,Sunrise,Sunset
"2016-05-15 00:00","1899-12-30 04:33","1899-12-30 21:38"
"2016-05-16 00:00","1899-12-30 04:31","1899-12-30 21:40"
"2016-05-17 00:00","1899-12-30 04:29","1899-12-30 21:42"
"2016-05-18 00:00","1899-12-30 04:27","1899-12-30 21:45"
"2016-05-19 00:00","1899-12-30 04:24","1899-12-30 21:47"
"2016-05-20 00:00","1899-12-30 04:22","1899-12-30 21:49"
"2016-05-21 00:00","1899-12-30 04:20","1899-12-30 21:51"
"2016-05-22 00:00","1899-12-30 04:18","1899-12-30 21:53"
"2016-05-23 00:00","1899-12-30 04:16","1899-12-30 21:55"
"2016-05-24 00:00","1899-12-30 04:15","1899-12-30 21:58"
"2016-05-25 00:00","1899-12-30 04:13","1899-12-30 22:00"
"2016-05-26 00:00","1899-12-30 04:11","1899-12-30 22:02"
"2016-05-27 00:00","1899-12-30 04:09","1899-12-30 22:04"
"2016-05-28 00:00","1899-12-30 04:08","1899-12-30 22:05"
"2016-05-29 00:00","1899-12-30 04:06","1899-12-30 22:07"
"2016-05-30 00:00","1899-12-30 04:04","1899-12-30 22:09"
"2016-05-31 00:00","1899-12-30 04:03","1899-12-30 22:11"
"2016-06-01 00:00","1899-12-30 04:02","1899-12-30 22:13"
"2016-06-02 00:00","1899-12-30 04:00","1899-12-30 22:14"
"2016-06-03 00:00","1899-12-30 03:59","1899-12-30 22:16"
"2016-06-04 00:00","1899-12-30 03:58","1899-12-30 22:17"
"2016-06-05 00:00","1899-12-30 03:57","1899-12-30 22:19"
"2016-06-06 00:00","1899-12-30 03:56","1899-12-30 22:20"
"2016-06-07 00:00","1899-12-30 03:55","1899-12-30 22:22"
"2016-06-08 00:00","1899-12-30 03:54","1899-12-30 22:23"
"2016-06-09 00:00","1899-12-30 03:53","1899-12-30 22:24"
"2016-06-10 00:00","1899-12-30 03:52","1899-12-30 22:25"
"2016-06-11 00:00","1899-12-30 03:51","1899-12-30 22:26"
"2016-06-12 00:00","1899-12-30 03:51","1899-12-30 22:27"
"2016-06-13 00:00","1899-12-30 03:50","1899-12-30 22:28"
"2016-06-14 00:00","1899-12-30 03:50","1899-12-30 22:29"
"2016-06-15 00:00","1899-12-30 03:50","1899-12-30 22:30"
"2016-06-16 00:00","1899-12-30 03:50","1899-12-30 22:30"
"2016-06-17 00:00","1899-12-30 03:49","1899-12-30 22:31"
"2016-06-18 00:00","1899-12-30 03:49","1899-12-30 22:31"
"2016-06-19 00:00","1899-12-30 03:49","1899-12-30 22:32"
"2016-06-20 00:00","1899-12-30 03:49","1899-12-30 22:32"
"2016-06-21 00:00","1899-12-30 03:50","1899-12-30 22:32"
"2016-06-22 00:00","1899-12-30 03:50","1899-12-30 22:33"
"2016-06-23 00:00","1899-12-30 03:50","1899-12-30 22:33"
"2016-06-24 00:00","1899-12-30 03:51","1899-12-30 22:33"
"2016-06-25 00:00","1899-12-30 03:51","1899-12-30 22:32"
"2016-06-26 00:00","1899-12-30 03:52","1899-12-30 22:32"
"2016-06-27 00:00","1899-12-30 03:53","1899-12-30 22:32"
"2016-06-28 00:00","1899-12-30 03:54","1899-12-30 22:31"
"2016-06-29 00:00","1899-12-30 03:54","1899-12-30 22:31"
"2016-06-30 00:00","1899-12-30 03:55","1899-12-30 22:30"
"2016-07-01 00:00","1899-12-30 03:56","1899-12-30 22:30"
"2016-07-02 00:00","1899-12-30 03:58","1899-12-30 22:29"
"2016-07-03 00:00","1899-12-30 03:59","1899-12-30 22:28"
"2016-07-04 00:00","1899-12-30 04:00","1899-12-30 22:27"
"2016-07-05 00:00","1899-12-30 04:01","1899-12-30 22:26"
"2016-07-06 00:00","1899-12-30 04:03","1899-12-30 22:25"
"2016-07-07 00:00","1899-12-30 04:04","1899-12-30 22:24"
"2016-07-08 00:00","1899-12-30 04:06","1899-12-30 22:23"
"2016-07-09 00:00","1899-12-30 04:07","1899-12-30 22:22"
"2016-07-10 00:00","1899-12-30 04:09","1899-12-30 22:20"
"2016-07-11 00:00","1899-12-30 04:11","1899-12-30 22:19"
"2016-07-12 00:00","1899-12-30 04:12","1899-12-30 22:17"
"2016-07-13 00:00","1899-12-30 04:14","1899-12-30 22:16"
"2016-07-14 00:00","1899-12-30 04:16","1899-12-30 22:14"
"2016-07-15 00:00","1899-12-30 04:18","1899-12-30 22:13"
"2016-07-16 00:00","1899-12-30 04:20","1899-12-30 22:11"
"2016-07-17 00:00","1899-12-30 04:22","1899-12-30 22:09"
"2016-07-18 00:00","1899-12-30 04:24","1899-12-30 22:07"
"2016-07-19 00:00","1899-12-30 04:26","1899-12-30 22:05"
"2016-07-20 00:00","1899-12-30 04:28","1899-12-30 22:04"
"2016-07-21 00:00","1899-12-30 04:30","1899-12-30 22:02"
"2016-07-22 00:00","1899-12-30 04:32","1899-12-30 22:00"
"2016-07-23 00:00","1899-12-30 04:34","1899-12-30 21:57"
"2016-07-24 00:00","1899-12-30 04:36","1899-12-30 21:55"
"2016-07-25 00:00","1899-12-30 04:38","1899-12-30 21:53"
"2016-07-26 00:00","1899-12-30 04:40","1899-12-30 21:51"
"2016-07-27 00:00","1899-12-30 04:43","1899-12-30 21:49"
"2016-07-28 00:00","1899-12-30 04:45","1899-12-30 21:46"
"2016-07-29 00:00","1899-12-30 04:47","1899-12-30 21:44"
"2016-07-30 00:00","1899-12-30 04:49","1899-12-30 21:42"
"2016-07-31 00:00","1899-12-30 04:52","1899-12-30 21:39"
"2016-08-01 00:00","1899-12-30 04:54","1899-12-30 21:37"
"2016-08-02 00:00","1899-12-30 04:56","1899-12-30 21:35"
"2016-08-03 00:00","1899-12-30 04:59","1899-12-30 21:32"
"2016-08-04 00:00","1899-12-30 05:01","1899-12-30 21:30"
"2016-08-05 00:00","1899-12-30 05:03","1899-12-30 21:27"
"2016-08-06 00:00","1899-12-30 05:05","1899-12-30 21:25"
"2016-08-07 00:00","1899-12-30 05:08","1899-12-30 21:22"
"2016-08-08 00:00","1899-12-30 05:10","1899-12-30 21:19"
"2016-08-09 00:00","1899-12-30 05:13","1899-12-30 21:17"
"2016-08-10 00:00","1899-12-30 05:15","1899-12-30 21:14"
"2016-08-11 00:00","1899-12-30 05:17","1899-12-30 21:11"
"2016-08-12 00:00","1899-12-30 05:20","1899-12-30 21:09"
"2016-08-13 00:00","1899-12-30 05:22","1899-12-30 21:06"
"2016-08-14 00:00","1899-12-30 05:24","1899-12-30 21:03"
"2016-08-15 00:00","1899-12-30 05:27","1899-12-30 21:01"
"2016-08-16 00:00","1899-12-30 05:29","1899-12-30 20:58"
"2016-08-17 00:00","1899-12-30 05:31","1899-12-30 20:55"
"2016-08-18 00:00","1899-12-30 05:34","1899-12-30 20:52"
"2016-08-19 00:00","1899-12-30 05:36","1899-12-30 20:49"
"2016-08-20 00:00","1899-12-30 05:38","1899-12-30 20:47"
"2016-08-21 00:00","1899-12-30 05:41","1899-12-30 20:44"
"2016-08-22 00:00","1899-12-30 05:43","1899-12-30 20:41"
"2016-08-23 00:00","1899-12-30 05:45","1899-12-30 20:38"
"2016-08-24 00:00","1899-12-30 05:48","1899-12-30 20:35"
"2016-08-25 00:00","1899-12-30 05:50","1899-12-30 20:32"
"2016-08-26 00:00","1899-12-30 05:52","1899-12-30 20:29"
"2016-08-27 00:00","1899-12-30 05:55","1899-12-30 20:26"
"2016-08-28 00:00","1899-12-30 05:57","1899-12-30 20:24"
"2016-08-29 00:00","1899-12-30 05:59","1899-12-30 20:21"
"2016-08-30 00:00","1899-12-30 06:02","1899-12-30 20:18"
"2016-08-31 00:00","1899-12-30 06:04","1899-12-30 20:15"
"2016-09-01 00:00","1899-12-30 06:06","1899-12-30 20:12"
"2016-09-02 00:00","1899-12-30 06:09","1899-12-30 20:09"
"2016-09-03 00:00","1899-12-30 06:11","1899-12-30 20:06"
"2016-09-04 00:00","1899-12-30 06:13","1899-12-30 20:03"
"2016-09-05 00:00","1899-12-30 06:16","1899-12-30 20:00"
"2016-09-06 00:00","1899-12-30 06:18","1899-12-30 19:57"
"2016-09-07 00:00","1899-12-30 06:20","1899-12-30 19:54"
"2016-09-08 00:00","1899-12-30 06:22","1899-12-30 19:51"
"2016-09-09 00:00","1899-12-30 06:25","1899-12-30 19:48"
"2016-09-10 00:00","1899-12-30 06:27","1899-12-30 19:45"
"2016-09-11 00:00","1899-12-30 06:29","1899-12-30 19:42"
"2016-09-12 00:00","1899-12-30 06:32","1899-12-30 19:39"
"2016-09-13 00:00","1899-12-30 06:34","1899-12-30 19:36"
"2016-09-14 00:00","1899-12-30 06:36","1899-12-30 19:33"
"2016-09-15 00:00","1899-12-30 06:39","1899-12-30 19:30"
"2016-09-16 00:00","1899-12-30 06:41","1899-12-30 19:27"
"2016-09-17 00:00","1899-12-30 06:43","1899-12-30 19:24"
"2016-09-18 00:00","1899-12-30 06:45","1899-12-30 19:21"
"2016-09-19 00:00","1899-12-30 06:48","1899-12-30 19:18"
"2016-09-20 00:00","1899-12-30 06:50","1899-12-30 19:15"
"2016-09-21 00:00","1899-12-30 06:52","1899-12-30 19:12"
"2016-09-22 00:00","1899-12-30 06:55","1899-12-30 19:09"
"2016-09-23 00:00","1899-12-30 06:57","1899-12-30 19:06"
"2016-09-24 00:00","1899-12-30 06:59","1899-12-30 19:03"
"2016-09-25 00:00","1899-12-30 07:02","1899-12-30 19:00"
"2016-09-26 00:00","1899-12-30 07:04","1899-12-30 18:57"
"2016-09-27 00:00","1899-12-30 07:06","1899-12-30 18:54"
"2016-09-28 00:00","1899-12-30 07:08","1899-12-30 18:51"
"2016-09-29 00:00","1899-12-30 07:11","1899-12-30 18:48"
"2016-09-30 00:00","1899-12-30 07:13","1899-12-30 18:45"
"2016-10-01 00:00","1899-12-30 07:15","1899-12-30 18:42"
"2016-10-02 00:00","1899-12-30 07:18","1899-12-30 18:39"
"2016-10-03 00:00","1899-12-30 07:20","1899-12-30 18:36"
"2016-10-04 00:00","1899-12-30 07:22","1899-12-30 18:33"
"2016-10-05 00:00","1899-12-30 07:25","1899-12-30 18:30"
"2016-10-06 00:00","1899-12-30 07:27","1899-12-30 18:27"
"2016-10-07 00:00","1899-12-30 07:30","1899-12-30 18:24"
"2016-10-08 00:00","1899-12-30 07:32","1899-12-30 18:21"
"2016-10-09 00:00","1899-12-30 07:34","1899-12-30 18:18"
"2016-10-10 00:00","1899-12-30 07:37","1899-12-30 18:15"
"2016-10-11 00:00","1899-12-30 07:39","1899-12-30 18:13"
"2016-10-12 00:00","1899-12-30 07:41","1899-12-30 18:10"
"2016-10-13 00:00","1899-12-30 07:44","1899-12-30 18:07"
"2016-10-14 00:00","1899-12-30 07:46","1899-12-30 18:04"
"2016-10-15 00:00","1899-12-30 07:49","1899-12-30 18:01"
"2016-10-16 00:00","1899-12-30 07:51","1899-12-30 17:58"
"2016-10-17 00:00","1899-12-30 07:54","1899-12-30 17:55"
"2016-10-18 00:00","1899-12-30 07:56","1899-12-30 17:53"
"2016-10-19 00:00","1899-12-30 07:58","1899-12-30 17:50"
"2016-10-20 00:00","1899-12-30 08:01","1899-12-30 17:47"
"2016-10-21 00:00","1899-12-30 08:03","1899-12-30 17:44"
"2016-10-22 00:00","1899-12-30 08:06","1899-12-30 17:41"
"2016-10-23 00:00","1899-12-30 08:08","1899-12-30 17:39"
"2016-10-24 00:00","1899-12-30 08:11","1899-12-30 17:36"
"2016-10-25 00:00","1899-12-30 08:13","1899-12-30 17:33"
"2016-10-26 00:00","1899-12-30 08:16","1899-12-30 17:31"
"2016-10-27 00:00","1899-12-30 08:18","1899-12-30 17:28"
"2016-10-28 00:00","1899-12-30 08:21","1899-12-30 17:25"
"2016-10-29 00:00","1899-12-30 08:23","1899-12-30 17:23"
"2016-10-30 00:00","1899-12-30 08:26","1899-12-30 17:20"
"2016-10-31 00:00","1899-12-30 08:28","1899-12-30 17:17"
"2016-11-01 00:00","1899-12-30 08:31","1899-12-30 17:15"
"2016-11-02 00:00","1899-12-30 08:33","1899-12-30 17:12"
"2016-11-03 00:00","1899-12-30 08:36","1899-12-30 17:10"
"2016-11-04 00:00","1899-12-30 08:38","1899-12-30 17:07"
"2016-11-05 00:00","1899-12-30 08:41","1899-12-30 17:05"
"2016-11-06 00:00","1899-12-30 08:43","1899-12-30 17:02"
"2016-11-07 00:00","1899-12-30 08:46","1899-12-30 17:00"
"2016-11-08 00:00","1899-12-30 08:48","1899-12-30 16:58"
"2016-11-09 00:00","1899-12-30 08:51","1899-12-30 16:55"
"2016-11-10 00:00","1899-12-30 08:53","1899-12-30 16:53"
"2016-11-11 00:00","1899-12-30 08:56","1899-12-30 16:51"
"2016-11-12 00:00","1899-12-30 08:58","1899-12-30 16:48"
"2016-11-13 00:00","1899-12-30 09:01","1899-12-30 16:46"
"2016-11-14 00:00","1899-12-30 09:03","1899-12-30 16:44"
"2016-11-15 00:00","1899-12-30 09:06","1899-12-30 16:42"
"2016-11-16 00:00","1899-12-30 09:08","1899-12-30 16:40"
"2016-11-17 00:00","1899-12-30 09:10","1899-12-30 16:38"
"2016-11-18 00:00","1899-12-30 09:13","1899-12-30 16:36"
"2016-11-19 00:00","1899-12-30 09:15","1899-12-30 16:34"
"2016-11-20 00:00","1899-12-30 09:18","1899-12-30 16:32"
"2016-11-21 00:00","1899-12-30 09:20","1899-12-30 16:30"
"2016-11-22 00:00","1899-12-30 09:22","1899-12-30 16:28"
"2016-11-23 00:00","1899-12-30 09:25","1899-12-30 16:27"
"2016-11-24 00:00","1899-12-30 09:27","1899-12-30 16:25"
"2016-11-25 00:00","1899-12-30 09:29","1899-12-30 16:23"
"2016-11-26 00:00","1899-12-30 09:31","1899-12-30 16:22"
"2016-11-27 00:00","1899-12-30 09:33","1899-12-30 16:20"
"2016-11-28 00:00","1899-12-30 09:35","1899-12-30 16:19"
"2016-11-29 00:00","1899-12-30 09:38","1899-12-30 16:18"
"2016-11-30 00:00","1899-12-30 09:40","1899-12-30 16:16"
"2016-12-01 00:00","1899-12-30 09:42","1899-12-30 16:15"
"2016-12-02 00:00","1899-12-30 09:43","1899-12-30 16:14"
"2016-12-03 00:00","1899-12-30 09:45","1899-12-30 16:13"
"2016-12-04 00:00","1899-12-30 09:47","1899-12-30 16:12"
"2016-12-05 00:00","1899-12-30 09:49","1899-12-30 16:11"
"2016-12-06 00:00","1899-12-30 09:51","1899-12-30 16:10"
"2016-12-07 00:00","1899-12-30 09:52","1899-12-30 16:09"
"2016-12-08 00:00","1899-12-30 09:54","1899-12-30 16:09"
"2016-12-09 00:00","1899-12-30 09:55","1899-12-30 16:08"
"2016-12-10 00:00","1899-12-30 09:57","1899-12-30 16:07"
"2016-12-11 00:00","1899-12-30 09:58","1899-12-30 16:07"
"2016-12-12 00:00","1899-12-30 09:59","1899-12-30 16:07"
"2016-12-13 00:00","1899-12-30 10:01","1899-12-30 16:06"
"2016-12-14 00:00","1899-12-30 10:02","1899-12-30 16:06"
"2016-12-15 00:00","1899-12-30 10:03","1899-12-30 16:06"
"2016-12-16 00:00","1899-12-30 10:04","1899-12-30 16:06"
"2016-12-17 00:00","1899-12-30 10:05","1899-12-30 16:06"
"2016-12-18 00:00","1899-12-30 10:06","1899-12-30 16:06"
"2016-12-19 00:00","1899-12-30 10:06","1899-12-30 16:07"
"2016-12-20 00:00","1899-12-30 10:07","1899-12-30 16:07"
"2016-12-21 00:00","1899-12-30 10:07","1899-12-30 16:07"
"2016-12-22 00:00","1899-12-30 10:08","1899-12-30 16:08"
"2016-12-23 00:00","1899-12-30 10:08","1899-12-30 16:09"
"2016-12-24 00:00","1899-12-30 10:09","1899-12-30 16:09"
"2016-12-25 00:00","1899-12-30 10:09","1899-12-30 16:10"
"2016-12-26 00:00","1899-12-30 10:09","1899-12-30 16:11"
"2016-12-27 00:00","1899-12-30 10:09","1899-12-30 16:12"
"2016-12-28 00:00","1899-12-30 10:09","1899-12-30 16:13"
"2016-12-29 00:00","1899-12-30 10:09","1899-12-30 16:14"
"2016-12-30 00:00","1899-12-30 10:08","1899-12-30 16:15"
"2016-12-31 00:00","1899-12-30 10:08","1899-12-30 16:17"
