FID,Date,Time,POINT_X,POINT_Y,Class,Video_file,Subst_Orig,Subst_Cla,Sub_Subcl,Sub_Grp,Sub_Subgr,CMECS,Modifier,CMECSMod,Co_oc_el1,CMECS_1,Modifier_1,CMECSMod1,Co_oc_el2,CMECS_2,Modifier_2,CMECSMod2,Co_oc_el3,CMECS_3,Modifier_3,CMECSMod3,Co_oc_el4,CMECS_4,Modifier_4,CMECSMod4,Site_ID,Video_file_1,Boulder,Cobble,Pebble,Gravel,Shell,Sand,Mud,Kelp,Macroalgae,Filamentous_microalgae,Coralline_algae,Seagrass,Crab,Sponge,Sea_pen,Anemone,Sea_star,Urchin,Bryozoan,Tunicate,Nudibranch,Polychaete,Octopus,Clam_siphons,FID_1,Date_1,Time_1,POINT_X_1,POINT_Y_1,Class_1,Video_file_12,Subst_Orig_1,Subst_Cla_1,Sub_Subcl_1,Sub_Grp_1,Sub_Subgr_1,CMECS_12,Modifier_12,CMECSMod_1,Co_oc_el1_1,CMECS_12_13,Modifier_12_13,CMECSMod1_1,Co_oc_el2_1,CMECS_23,Modifier_23,CMECSMod2_1,Co_oc_el3_1,CMECS_34,Modifier_34,CMECSMod3_1,Co_oc_el4_1,CMECS_45,Modifier_45,CMECSMod4_1,Site_ID_1,Depth,Otters
36,7/10/2016 0:00,3:17 PM,-151.6626987,59.48765507,"boulder/cobble/gravel 50-<90%, shell 10-<50%, macroalgae 10-<50%",KBAY_2016_07_10_152_clip-4.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_152,KBAY_2016_07_10_152_clip-4.mp4,20,30,0,0,10,40,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7/10/2016 0:00,3:17 PM,-151.6626987,59.48765507,"boulder/cobble/gravel 50-<90%, shell 10-<50%, macroalgae 10-<50%",KBAY_2016_07_10_152_clip-4.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_152,-14.54267216,1
38,7/16/2016 0:00,2:34 PM,-151.1310559,59.69322453,"mud, shell 0%",KBAY_2016_07_16_GOPR0_160_clip-4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_160,KBAY_2016_07_16_GOPR0_160_clip-4.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7/16/2016 0:00,2:34 PM,-151.1310559,59.69322453,"mud, shell 0%",KBAY_2016_07_16_GOPR0_160_clip-4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_160,-47.72983933,1
39,7/10/2016 0:00,2:47 PM,-151.7110881,59.48081705,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 50-<90%",KBAY_2016_07_10_161_clip-5.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2016_161,KBAY_2016_07_10_161_clip-5.mp4,95,0,0,0,5,0,0,20,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7/10/2016 0:00,2:47 PM,-151.7110881,59.48081705,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 50-<90%",KBAY_2016_07_10_161_clip-5.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2016_161,-13.62753296,1
40,7/10/2016 0:00,2:22 PM,-151.7162938,59.48338574,"boulder/cobble/gravel 10-<50%, shell 10-<50%, macroalgae 10-<50%",KBAY_2016_07_10_169_clip-6.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_169,KBAY_2016_07_10_169_clip-6.mp4,50,20,10,0,20,0,0,0,40,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7/10/2016 0:00,2:22 PM,-151.7162938,59.48338574,"boulder/cobble/gravel 10-<50%, shell 10-<50%, macroalgae 10-<50%",KBAY_2016_07_10_169_clip-6.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_169,-19.91136742,1
41,7/10/2016 0:00,9:53 AM,-151.5090696,59.48234475,"mud, shell 10-<50%",KBAY_2016_07_10_173_clip-7.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_173,KBAY_2016_07_10_173_clip-7.mp4,0,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7/10/2016 0:00,9:53 AM,-151.5090696,59.48234475,"mud, shell 10-<50%",KBAY_2016_07_10_173_clip-7.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_173,-27.69217682,1
42,7/17/2016 0:00,3:41 PM,-151.2863075,59.57681179,"mud, shell 10-<50%, boulder/cobble/gravel 0-<10%, macroalgae 10-<50%",KBAY_2016_07_17_176_clip-10.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , ,2016_176,KBAY_2016_07_17_176_clip-10.mp4,0,20,10,0,40,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7/17/2016 0:00,3:41 PM,-151.2863075,59.57681179,"mud, shell 10-<50%, boulder/cobble/gravel 0-<10%, macroalgae 10-<50%",KBAY_2016_07_17_176_clip-10.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , ,2016_176,-5.702085972,1
44,7/14/2016 0:00,1:15 PM,-151.426261,59.59470897,"mud, shell 0-<10%",KBAY_2016_07_14_GOPRO_187_clip-4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_187,KBAY_2016_07_14_GOPRO_187_clip-4.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7/14/2016 0:00,1:15 PM,-151.426261,59.59470897,"mud, shell 0-<10%",KBAY_2016_07_14_GOPRO_187_clip-4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_187,-19.42811203,1
46,7/10/2016 0:00,3:15 PM,-151.6798767,59.47693849,"mud, shell 50-<90%, macroalgae 50-<90%",KBAY_2016_07_10_191_clip-8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2016_191,KBAY_2016_07_10_191_clip-8.mp4,95,0,0,0,5,0,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7/10/2016 0:00,3:15 PM,-151.6798767,59.47693849,"mud, shell 50-<90%, macroalgae 50-<90%",KBAY_2016_07_10_191_clip-8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2016_191,-7.335524559,1
47,7/14/2016 0:00,11:20 AM,-151.470137,59.58567772,"mud, shell 0-<10%",KBAY_2016_07_14_GOPRO_193_clip-5.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_193,KBAY_2016_07_14_GOPRO_193_clip-5.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,7/14/2016 0:00,11:20 AM,-151.470137,59.58567772,"mud, shell 0-<10%",KBAY_2016_07_14_GOPRO_193_clip-5.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_193,-50.05746841,1
48,7/16/2016 0:00,3:28 PM,-151.2132874,59.59203297,"cobble/gravel 10-<50%, shell 10-<50%, macroalgae 10-<50%, microalgae 10-<50%",KBAY_2016_07_16_GOPR0_197_clip-5.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%,PC03-PC06,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06, , , , ,2016_197,KBAY_2016_07_16_GOPR0_197_clip-5.mp4,0,40,20,0,20,0,20,10,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7/16/2016 0:00,3:28 PM,-151.2132874,59.59203297,"cobble/gravel 10-<50%, shell 10-<50%, macroalgae 10-<50%, microalgae 10-<50%",KBAY_2016_07_16_GOPR0_197_clip-5.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%,PC03-PC06,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06, , , , ,2016_197,-6.72732687,1
50,7/10/2016 0:00,10:03 AM,-151.5086217,59.48613389,"mud, shell 50-<90%",KBAY_2016_07_10_216_clip-9.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2016_216,KBAY_2016_07_10_216_clip-9.mp4,0,10,20,0,20,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,50,7/10/2016 0:00,10:03 AM,-151.5086217,59.48613389,"mud, shell 50-<90%",KBAY_2016_07_10_216_clip-9.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2016_216,-22.5664444,1
52,7/17/2016 0:00,11:13 AM,-151.077219,59.73253548,"mud, shell 10-<50%",KBAY_2016_07_17_223_clip-11.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_223,KBAY_2016_07_17_223_clip-11.mp4,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7/17/2016 0:00,11:13 AM,-151.077219,59.73253548,"mud, shell 10-<50%",KBAY_2016_07_17_223_clip-11.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_223,-44.25935364,1
53,7/17/2016 0:00,9:43 AM,-151.129222,59.71754959,"mud, shell 0-<10%",KBAY_2016_07_17_227_clip-12.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_227,KBAY_2016_07_17_227_clip-12.mp4,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,7/17/2016 0:00,9:43 AM,-151.129222,59.71754959,"mud, shell 0-<10%",KBAY_2016_07_17_227_clip-12.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_227,-65.32019806,1
54,7/10/2016 0:00,2:14 PM,-151.7229418,59.48062583,"shell 90-100%, macroalgae 0-<10%",KBAY_2016_07_10_229_clip-10.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_229,KBAY_2016_07_10_229_clip-10.mp4,0,0,0,0,10,90,0,0,10,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,54,7/10/2016 0:00,2:14 PM,-151.7229418,59.48062583,"shell 90-100%, macroalgae 0-<10%",KBAY_2016_07_10_229_clip-10.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_229,-17.45477295,1
56,7/12/2016 0:00,2:51 PM,-151.4555417,59.52830801,"mud, shell 0-<10%",KBAY_2016_07_12_240_clip-12.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_240,KBAY_2016_07_12_240_clip-12.mp4,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7/12/2016 0:00,2:51 PM,-151.4555417,59.52830801,"mud, shell 0-<10%",KBAY_2016_07_12_240_clip-12.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_240,-37.29941177,1
57,7/10/2016 0:00,2:30 PM,-151.715785,59.48076018,"boulder/cobble/gravel 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2016_07_10_241_clip-11.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2016_241,KBAY_2016_07_10_241_clip-11.mp4,90,10,0,0,0,0,0,0,50,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,57,7/10/2016 0:00,2:30 PM,-151.715785,59.48076018,"boulder/cobble/gravel 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2016_07_10_241_clip-11.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2016_241,-13.66259956,1
58,7/12/2016 0:00,11:22 AM,-151.4512267,59.54836373,"mud, shell 10-<50%",KBAY_2016_07_12_243_clip-13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_243,KBAY_2016_07_12_243_clip-13.mp4,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58,7/12/2016 0:00,11:22 AM,-151.4512267,59.54836373,"mud, shell 10-<50%",KBAY_2016_07_12_243_clip-13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_243,-41.48614502,1
59,7/17/2016 0:00,3:06 PM,-151.2737084,59.57992499,"mud, shell 0-<10%",KBAY_2016_07_17_244_clip-13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_244,KBAY_2016_07_17_244_clip-13.mp4,0,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7/17/2016 0:00,3:06 PM,-151.2737084,59.57992499,"mud, shell 0-<10%",KBAY_2016_07_17_244_clip-13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_244,-26.0669632,1
60,7/11/2016 0:00,3:56 PM,-151.7229747,59.42983693,"mud, shell 10-<50%, cobble/gravel 0-<10%, macroalgae 10-<50%",KBAY_2016_07_11_245_clip-11.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , ,2016_245,KBAY_2016_07_11_245_clip-11.mp4,0,0,0,0,30,0,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7/11/2016 0:00,3:56 PM,-151.7229747,59.42983693,"mud, shell 10-<50%, cobble/gravel 0-<10%, macroalgae 10-<50%",KBAY_2016_07_11_245_clip-11.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , ,2016_245,-9.540987968,1
63,7/13/2016 0:00,10:44 AM,-151.7506031,59.55171394,"mud, shell 0-<10%",KBAY_2016_07_13_257_clip-9.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_257,KBAY_2016_07_13_257_clip-9.mp4,0,0,0,0,5,0,95,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,63,7/13/2016 0:00,10:44 AM,-151.7506031,59.55171394,"mud, shell 0-<10%",KBAY_2016_07_13_257_clip-9.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_257,-65.40016937,1
66,7/12/2016 0:00,3:22 PM,-151.4534884,59.53307346,"sand, shell 10-<50%, microalgae 10-<50%",KBAY_2016_07_12_262_clip-14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_262,KBAY_2016_07_12_262_clip-14.mp4,0,0,0,0,30,0,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,7/12/2016 0:00,3:22 PM,-151.4534884,59.53307346,"sand, shell 10-<50%, microalgae 10-<50%",KBAY_2016_07_12_262_clip-14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_262,-9.570897102,1
69,7/10/2016 0:00,3:13 PM,-151.6924516,59.47649199,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2016_07_10_275_clip-12.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - <100%,PC11, , , , , , , , ,2016_275,KBAY_2016_07_10_275_clip-12.mp4,100,0,0,0,0,0,0,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,7/10/2016 0:00,3:13 PM,-151.6924516,59.47649199,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2016_07_10_275_clip-12.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - <100%,PC11, , , , , , , , ,2016_275,-7.307306767,1
70,7/10/2016 0:00,1:41 PM,-151.7611488,59.49003346,shell 90-100%,KBAY_2016_07_10_278_clip-13.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_278,KBAY_2016_07_10_278_clip-13.mp4,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,70,7/10/2016 0:00,1:41 PM,-151.7611488,59.49003346,shell 90-100%,KBAY_2016_07_10_278_clip-13.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_278,-40.07645416,1
71,7/12/2016 0:00,3:35 PM,-151.4652659,59.5140626,"mud, shell 10-<50%",KBAY_2016_07_12_282_clip-15.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_282,KBAY_2016_07_12_282_clip-15.mp4,0,0,0,0,30,0,70,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,71,7/12/2016 0:00,3:35 PM,-151.4652659,59.5140626,"mud, shell 10-<50%",KBAY_2016_07_12_282_clip-15.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_282,-46.69602585,1
